PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,label
1.4555163137622962,-4.0132610931245205,0.807561025376686,-1.5492952088420764,1.2267520666075853,-1.3987536420206772,0.8408900086827633,-2.5511511574172854,0.1814385151832553,0.7358957571302823,0.38100017378965767,-0.15524252850663328,1.7100785450243867,0.6170249499096568,-0.659807477075109,-0.1295101695110177,0.46184203933325335,-1.0501730381831955,0.3948606858507473,0.8794509863461718,0.0595555194809971,-0.790362289954524,0.13224362673012982,-0.13055488025361317,-0.7418160548487016,-0.2706232939861305,-0.44367103847002887,0.482394803421867,0.051242442559457785,1.452224153696906,6
-1.8799804484940432,0.9322787255901678,-2.4962943133463624,0.4938047296349176,-0.262097725502252,-0.047013454645478334,-1.3781839066504968,1.2587737300811255,-1.798610376398166,-0.45366205568048695,-0.08690867995113151,2.251106788102998,-0.18334273416512217,-0.6992638005149773,-0.1522474725410816,-0.6010267898592716,-1.0653529978557934,0.9508283654063634,0.6979242063591845,-0.005073315816650546,-0.5545396481599091,0.9599191684273247,-0.23604980581720153,-0.1884708899328026,0.4651804540172553,-0.8875625966322843,0.2447718363264664,-0.1085066957516794,0.2375594099188422,1.2056170867955243,9
-3.9163872579171843,-0.17224368290386133,-1.1542980986734013,-1.5265472835733915,-1.077694464299226,0.4385045707820022,0.03956197559639399,-1.7097471950784309,-0.07949654069091272,0.2810968140427757,0.6578647788956224,1.0807979326137787,-2.190583778394929,-0.8948779761305325,-0.17600348822309125,1.111898983552344,0.4754866536208107,-0.29583012764252975,-0.4585853252924916,-0.21494824970552273,-0.22429539144579283,0.6768816124560805,0.1369446003750542,0.5561891156350743,0.14967115684916615,0.1895058987990444,-0.2184809493061171,0.37756753002048365,-0.4122192580131856,0.2092183306259424,3
2.4630406235241065,5.472199247268995,-0.4120737047746663,0.1054594286402821,4.680345208767873,0.6118675268165655,2.271662125798374,0.402517955495042,1.8806857951112839,-0.8966537113171203,-0.783764309996887,-0.6877041906448598,0.9475669522125975,-0.9735606398744021,-1.4535293797916646,1.0428569196724575,-0.3125519707667861,-0.6246109265281748,0.9208989040489155,-0.7939404121771205,-0.6392911544683297,-0.4086975054681441,-0.7669611301461912,1.0328109323825088,0.059342034736580715,0.2857609349297065,-0.7270414664812935,-0.41324158936472893,-0.39620827348752463,1.0716597979589788,7
-4.89877450361292,-1.9242226822144222,1.3958984195989999,1.7036835188452055,-1.5857297232962229,2.7626790747582795,2.5752462145286112,-2.223839141744492,-1.0192180987324375,-0.35899546127675813,-0.5897188972510945,-0.6652134685570935,0.022588127387357826,0.3016563064555583,-0.16205457696526346,0.4593405767498823,0.7057604266929262,-0.5840095475303961,0.26542781264445303,0.046182557166461864,-0.23693860798252983,0.09820215288778145,-0.12634561127151395,0.3999811827998636,-1.206049518403169,0.5114860364646635,0.46506350303863686,-0.36342229359136896,-0.41772525953125333,0.9952574956036008,2
-2.9686926519184325,-3.1233348184358922,3.011907496021496,0.23027181019737794,4.41949800869919,1.4885738200933083,-1.2089780400467016,2.209030566484114,-0.40519683227223646,0.5321842948772172,-0.5451701538466721,-0.3227170323589243,-1.881973922007609,2.0810318936495475,-1.72732630365582,-0.4608172395459224,-0.6177259246633644,0.04517909606848222,0.26010058138972386,0.5012117185021527,-0.5054217794075986,-0.2874071330648085,0.5268113683638661,-2.3687645108392714,0.6271197079100314,-0.36903738101633154,0.5496090092968982,-0.439124864856841,0.922775116398691,-1.254636734367853,1
-0.7527398633048733,2.1041804328278264,1.2169037088796864,3.126208000846025,2.1435425836781468,-0.0911531687052918,-3.1730293199857287,0.2058335845916833,1.1698743675348497,-0.3995916488609416,-0.21424754093367687,-0.18844755239084893,0.49120121414165174,0.1662774613313442,0.5875406701429362,0.47381612856593686,1.2576311399942213,-1.1911782845893575,-0.6606095862351112,-0.06170905911048327,-0.09549501395802747,0.8270619164789355,0.9139469061713444,-0.16387796381071656,-0.5516562128814176,-0.38875157202461613,0.5334036659633618,-0.2680609836035321,1.0683192791705416,1.145851029113978,5
-1.5542848741071418,0.8856986582482376,0.6893975201673375,-1.0434325123448094,0.8560244672796492,-1.4450305600519815,0.4537363745399948,2.4467627246394743,0.6987815060711337,0.39739330522407035,-0.4236672744087168,-0.6212599410761679,-1.2778703565119018,-0.899455416161308,0.6243880883465871,-0.34253345091882165,0.23417377488523455,-0.9911414872975065,0.32628437031849744,-0.24907197791667268,1.1433559248312706,-1.3003024345302732,-0.8250836873936053,0.7025522777588156,0.6496324573766451,-0.8566438390627601,0.06258627091561278,-1.5681171109190524,-0.32317023474767087,-0.5327948248560728,2
-1.573146104911228,2.272327748065026,1.5009102657566626,4.693310263372213,1.5530144996762587,-0.2900487575689824,-1.8991955407256118,-1.0854595813373988,-0.08510696209781723,2.336726807147588,-0.44601684437334327,-0.08312200454805109,-0.4452964559250396,0.506498620963332,-0.14854789192034965,-0.14887323031869643,0.6179241936621408,-0.7197828871719044,-0.8876604360318162,0.18825715295623027,0.23389986089131098,0.2592982391388654,-0.4753525826455239,0.5355575378539998,0.6385638126536501,0.15917459943583173,-0.7365083380253824,-0.8203522689811413,0.2705878747694077,-0.04194387445647926,5
-5.164100954606308,0.8878825663699269,2.2859468738159596,4.01749840292156,-2.1651623973889724,3.5761816024653763,3.1950841720833836,-0.22614594898985985,-1.6023749236099707,2.0052278386596587,-2.4116167271868423,-1.9147350675987178,1.410258864894641,-2.615073210013259,2.0126390300208565,-2.3016341026623803,-1.6896707814399163,1.2093743386714322,1.6355030389823042,0.2782063152999781,1.1957151886144712,-0.04127453065519612,-0.02661171863302407,2.505054930837263,0.6382469324719233,0.2780268019052919,-0.25624202190593715,-0.30000689042909184,0.8650106398476416,0.06046321198472626,2
